line_number,source_type,year,customs_region,partner,partner_orthographic,export_import,product,product_orthographic,value,quantity,quantity_unit,quantity_unit_orthographic,value_per_unit,yearstr,customs_region_source,customs_office,origin_source,width_in_line,value_part_of_bundle,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_un_source,absurd_observation,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks,customs_region_grouping,customs_region_province,customs_region_hinterland,origin,origin_province,partner_simplification,partner_grouping,partner_obrien,partner_sourcename,partner_wars,partner_africa,nb_occurence_BdCFR,product_simplification,product_sitc,imprimatur,product_edentreaty,surement_pas_canada,product_canada,details_provenance,peche,product_medicinales,nbr_obs,product_hamburg,product_grains,product_coton,product_ulrich,product_coffee,product_porcelaine,product_v_glass_beads,product_revolutionempire,product_beaver,product_type_textile,product_luxe_dans_type,product_luxe_dans_SITC,product_sitc_FR,product_sitc_EN,product_sitc_simplEN,obsolete,product_RE_aggregate,product_threesectors,product_threesectorsM,product_reexportations,quantity_unit_simplification,conv_orthographic_to_simplificat,quantity_unit_metric,conv_simplification_to_metric,needs_more_details,quantities_metric,unit_price_metric,best_guess_national_prodxpart,best_guess_national_partner,best_guess_national_product,best_guess_region_prodxpart,best_guess_national_region,computed_value,value_as_reported,computed_value_per_unit,computed_quantity,value_minus_unit_val_x_qty,product_viz,partner_viz
186,National toutes directions partenaires manquants,1789,La Rochelle,Dunkerque,Dunkerque,Imports,Futailles,futailles,11280,1128,pièces,pièces,10,1789,La Rochelle,Saint-Martin-de-Ré,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,10,,,,,Loïc,,,,,,,,,,,La Rochelle,Aunis,Aunis,,,Dunkerque,France,Dunkerque,France,France,Not Outre-mers,279,futailles,6b,x,,0,Peut-être Canada,,0,not a medical product,289,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,"Ouvrages de bois, liège et jonc",No link with beaver,,,,"Produits du bois, liège, jonc","Wood, cork and cane products","Leather, wood and paper products",non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,pièces,1,nombre,1,0,1128,,0,0,0,1,1,0,11280,1,0,0,autres produits,Ports francs et petites îles
187,National toutes directions partenaires manquants,1789,La Rochelle,Espagne,Espagne,Imports,Futailles,futailles,570,57,pièces,pièces,10,1789,La Rochelle,Saint-Martin-de-Ré,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,10,,,,,Ahmed,,,,,,,,,,,La Rochelle,Aunis,Aunis,,,Espagne,Espagne,Espagne et ses colonies,Espagne,Espagne et ses colonies,Not Outre-mers,279,futailles,6b,x,,0,Peut-être Canada,,0,not a medical product,289,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,"Ouvrages de bois, liège et jonc",No link with beaver,,,,"Produits du bois, liège, jonc","Wood, cork and cane products","Leather, wood and paper products",non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,pièces,1,nombre,1,0,57,,0,0,0,1,1,0,570,1,0,0,autres produits,Europe
188,National toutes directions partenaires manquants,1789,La Rochelle,Angleterre,Angleterre,Imports,Futailles,futailles,450,45,pièces,pièces,10,1789,La Rochelle,Saint-Martin-de-Ré,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,10,,,,,Ahmed,,,,,,,,,,,La Rochelle,Aunis,Aunis,,,Angleterre,Angleterre,Angleterre,Angleterre,Angleterre et ses colonies,Not Outre-mers,279,futailles,6b,x,,0,Peut-être Canada,,0,not a medical product,289,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,"Ouvrages de bois, liège et jonc",No link with beaver,,,,"Produits du bois, liège, jonc","Wood, cork and cane products","Leather, wood and paper products",non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,pièces,1,nombre,1,0,45,,0,0,0,1,1,0,450,1,0,0,autres produits,Grande Bretagne
189,National toutes directions partenaires manquants,1789,La Rochelle,Hollande,Hollande,Imports,Futailles,futailles,1370,137,pièces,pièces,10,1789,La Rochelle,Saint-Martin-de-Ré,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,10,,,,,Ahmed,,,,,,,,,,,La Rochelle,Aunis,Aunis,,,Hollande,Hollande,Hollande,Hollande,Hollande et ses colonies,Not Outre-mers,279,futailles,6b,x,,0,Peut-être Canada,,0,not a medical product,289,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,"Ouvrages de bois, liège et jonc",No link with beaver,,,,"Produits du bois, liège, jonc","Wood, cork and cane products","Leather, wood and paper products",non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,pièces,1,nombre,1,0,137,,0,0,0,1,1,0,1370,1,0,0,autres produits,Europe
190,National toutes directions partenaires manquants,1789,La Rochelle,Danemark,Danemark,Imports,Futailles,futailles,400,40,pièces,pièces,10,1789,La Rochelle,Saint-Martin-de-Ré,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,10,,,,,Ahmed,,,,,,,,,,,La Rochelle,Aunis,Aunis,,,Danemark,Nord,Danemark,Danemark,Danemark et ses colonies,Not Outre-mers,279,futailles,6b,x,,0,Peut-être Canada,,0,not a medical product,289,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,"Ouvrages de bois, liège et jonc",No link with beaver,,,,"Produits du bois, liège, jonc","Wood, cork and cane products","Leather, wood and paper products",non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,pièces,1,nombre,1,0,40,,0,0,0,1,1,0,400,1,0,0,autres produits,Europe
191,National toutes directions partenaires manquants,1789,La Rochelle,Angleterre,Angleterre,Imports,Graines comestibles froment,graine comestible froment,21502,165400,livres,livres,.13,1789,La Rochelle,Saint-Martin-de-Ré,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,10,,,,,Ahmed,,erreur de calcul,-1000,,,,,,,,La Rochelle,Aunis,Aunis,,,Angleterre,Angleterre,Angleterre,Angleterre,Angleterre et ses colonies,Not Outre-mers,4,grains froment,0a,x,,0,Hors Canada,,0,not a medical product,1492,,Froment (1),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Blé et autres grains comestibles,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,livres,1,kg,.48949999,0,80963.297,.26557711,0,0,0,1,1,1,20502,0,0,-999.99921,autres produits,Grande Bretagne
192,National toutes directions partenaires manquants,1789,La Rochelle,Danemark,Danemark,Imports,Graines comestibles froment,graine comestible froment,585,4500,livres,livres,.13,1789,La Rochelle,Saint-Martin-de-Ré,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,10,,,,,Ahmed,,,0,,,,,,,,La Rochelle,Aunis,Aunis,,,Danemark,Nord,Danemark,Danemark,Danemark et ses colonies,Not Outre-mers,4,grains froment,0a,x,,0,Hors Canada,,0,not a medical product,1492,,Froment (1),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Blé et autres grains comestibles,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,livres,1,kg,.48949999,0,2202.75,.26557711,0,0,0,1,1,0,585,0,0,.000021457672,autres produits,Europe
193,National toutes directions partenaires manquants,1789,La Rochelle,Angleterre,Angleterre,Imports,Orge,orge,25010.799,312635,livres,livres,.079999998,1789,La Rochelle,Saint-Martin-de-Ré,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,10,,,,,Ahmed,,,.2,,,,,,,,La Rochelle,Aunis,Aunis,,,Angleterre,Angleterre,Angleterre,Angleterre,Angleterre et ses colonies,Not Outre-mers,414,grains orge,0a,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,593,,Céréales inférieures (2),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Blé et autres grains comestibles,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,livres,1,kg,.48949999,0,153034.83,.16343208,0,0,0,1,1,1,25011,0,0,.20055903,autres produits,Grande Bretagne
194,National toutes directions partenaires manquants,1789,La Rochelle,Marseille,Marseille,Imports,Huile d'olive,huile d'olive,5930.0996,6589,livres,livres,.89999998,1789,La Rochelle,Saint-Martin-de-Ré,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,10,,,,,Ahmed,,,-.1,,,,,,,,La Rochelle,Aunis,Aunis,,,Marseille,France,Marseille,France,France,Not Outre-mers,1651,huile d'olive,4,x,Huile d'olive de France,0,Hors Canada,,0,not a medical product,2680,Huile ; d'olive ; blanc ; de Gènes,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Huile d'olive à manger,No link with beaver,,,,"Huiles, graisses et cires d'origine animale et végétale",Oils,Oils,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,livres,1,kg,.48949999,0,3225.3154,1.8386109,0,0,0,1,1,1,5930,0,0,-.099842906,autres produits,Ports francs et petites îles
195,National toutes directions partenaires manquants,1789,La Rochelle,Iles Françaises de l'Amérique,Îles françaises de l'Amérique,Imports,Ris,riz,159,468,livres,livres,.33974358,1789,La Rochelle,La Rochelle,,,0,sources/National toutes directions partenaires manquants/ANOM_Col_F_2B_14_Colonies_Imports_1789.csv,ANOM Col F 2B 14,2,10531,,,,Guillaume Daudin,,,,,,,,,,,La Rochelle,Aunis,Aunis,,,Îles françaises de l'Amérique,Amériques,Îles françaises de l'Amérique,Colonies,Îles,Other outre-mers,1270,grains riz,0a,x,,0,Hors Canada,,0,not a medical product,1772,Riz,Menus grains (3),not raw cotton,rice,Not coffee,Sans lien avec la porcelaine,out,Riz,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Subsistances,Agriculture,Produits agricoles,Réexportation,livres,1,kg,.48949999,0,229.086,,0,0,0,1,1,0,159,1,0,2.5033951e-06,autres produits,"Colonies (Saint-Domingue, Indes, îles fr de l'Amérique)"
195,National toutes directions partenaires manquants,1789,La Rochelle,Hollande,Hollande,Imports,Huile de lin,huile de lin,187.5,625,livres,livres,.30000001,1789,La Rochelle,Saint-Martin-de-Ré,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,10,,,,,Ahmed,,,-.5,,,,,,,,La Rochelle,Aunis,Aunis,,,Hollande,Hollande,Hollande,Hollande,Hollande et ses colonies,Not Outre-mers,313,huile de lin,4,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,675,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Huiles diverses,No link with beaver,,,,"Huiles, graisses et cires d'origine animale et végétale",Oils,Oils,non,Matières premières,Agriculture,Produits agricoles,Pas réexportation,livres,1,kg,.48949999,0,305.9375,.61287034,0,0,0,1,1,1,187,0,0,-.50000745,autres produits,Europe
196,National toutes directions partenaires manquants,1789,La Rochelle,Dunkerque,Dunkerque,Imports,Huile de baleine,huile de baleine,160,400,livres,livres,.40000001,1789,La Rochelle,Saint-Martin-de-Ré,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,10,,,,,Ahmed,,en quintal,0,,,,,,,,La Rochelle,Aunis,Aunis,,,Dunkerque,France,Dunkerque,France,France,Not Outre-mers,37,huile de baleine,4,x,,0,Hors Canada,,0,not a medical product,83,Huile ; de baleine,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Huiles diverses,No link with beaver,,,,"Huiles, graisses et cires d'origine animale et végétale",Oils,Oils,non,Matières premières,Agriculture,Produits agricoles,Pas réexportation,livres,1,kg,.48949999,0,195.79999,.81716043,0,0,0,1,1,0,160,0,0,-2.3841858e-06,autres produits,Ports francs et petites îles
197,National toutes directions partenaires manquants,1789,La Rochelle,Hollande,Hollande,Imports,Légumes feves,légumes fèves,1400,14000,livres,livres,.1,1789,La Rochelle,Saint-Martin-de-Ré,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,10,,,,,Ahmed,,en quintal,0,,,,,,,,La Rochelle,Aunis,Aunis,,,Hollande,Hollande,Hollande,Hollande,Hollande et ses colonies,Not Outre-mers,7,fèves,0a,,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,656,,Substituts (4),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Légumes,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,livres,1,kg,.48949999,0,6853,.20429011,0,0,0,1,1,0,1400,0,0,-.000020861626,autres produits,Europe
198,National toutes directions partenaires manquants,1789,La Rochelle,Hollande,Hollande,Imports,Pommes de terre,pommes de terre,120,10.5,boisseaux,boisseau,11.428572,1789,La Rochelle,Saint-Martin-de-Ré,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,10,,,,,Ahmed,,,,,,,,,,,La Rochelle,Aunis,Aunis,,,Hollande,Hollande,Hollande,Hollande,Hollande et ses colonies,Not Outre-mers,19,pommes de terre,0a,,,0,Exclusivement Canada,,0,not a medical product,35,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Subsistances diverses et mélangées,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Subsistances,Agriculture,Produits agricoles,Peut-être réexportation,boisseau,1,litres,12.695,0,133.2975,,0,0,0,1,1,0,120,1,0,-2.8610229e-06,autres produits,Europe
199,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Imports,Marchandises à la valeur,marchandises à la valeur,202,,,unité manquante,,1789,La Rochelle,Saint-Martin-de-Ré,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,10,,,,,Ahmed,,marchandises en estimation,,,,,,,,,La Rochelle,Aunis,Aunis,,,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,257,marchandises à l'estimation,9b,x,,0,Peut-être Canada,,0,not a medical product,510,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Divers mélangés,No link with beaver,,,,Divers mélangés,Mixed flows,Other,non,Divers,Unknown,Inconnus,Peut-être réexportation,unité manquante,,unité manquante,,,,,0,0,0,1,1,0,202,0,0,,autres produits,Ports francs et petites îles
200,National toutes directions partenaires manquants,1789,La Rochelle,Marseille,Marseille,Imports,Marchandises à la valeur,marchandises à la valeur,144,,,unité manquante,,1789,La Rochelle,Saint-Martin-de-Ré,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,10,,,,,Ahmed,,marchandises en estimation,,,,,,,,,La Rochelle,Aunis,Aunis,,,Marseille,France,Marseille,France,France,Not Outre-mers,257,marchandises à l'estimation,9b,x,,0,Peut-être Canada,,0,not a medical product,510,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Divers mélangés,No link with beaver,,,,Divers mélangés,Mixed flows,Other,non,Divers,Unknown,Inconnus,Peut-être réexportation,unité manquante,,unité manquante,,,,,0,0,0,1,1,0,144,0,0,,autres produits,Ports francs et petites îles
201,National toutes directions partenaires manquants,1789,La Rochelle,Danemark,Danemark,Imports,Poisson salé stocfich,poisson salé stockfish,3847.5002,25650,livres,livres,.15000001,1789,La Rochelle,Saint-Martin-de-Ré,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,10,,,,,Ahmed,,,-.5,,,,,,,,La Rochelle,Aunis,Aunis,,,Danemark,Nord,Danemark,Danemark,Danemark et ses colonies,Not Outre-mers,1,stockfisch salé,0a,,,1,Autres pêches,,1,not a medical product,4,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Pêche et fruits de mer,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,livres,1,kg,.48949999,0,12555.675,.30643517,0,0,0,1,1,1,3847,0,0,-.50015289,autres produits,Europe
201,National toutes directions partenaires manquants,1789,La Rochelle,Iles Françaises de l'Amérique,Îles françaises de l'Amérique,Imports,Sirop fin,sirop fin,1562,781,livres,livres,2,1789,La Rochelle,La Rochelle,,,0,sources/National toutes directions partenaires manquants/ANOM_Col_F_2B_14_Colonies_Imports_1789.csv,ANOM Col F 2B 14,2,47419,,,,Guillaume Daudin,,,,,,,,,,,La Rochelle,Aunis,Aunis,,,Îles françaises de l'Amérique,Amériques,Îles françaises de l'Amérique,Colonies,Îles,Other outre-mers,14,sirop fin,0a,x,,0,Peut-être Canada,,0,not a medical product,31,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Sirop et mélasse,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Subsistances,Agriculture,Produits agricoles,Réexportation,livres,1,kg,.48949999,0,382.2995,,0,0,0,1,1,0,1562,1,0,0,autres produits,"Colonies (Saint-Domingue, Indes, îles fr de l'Amérique)"
202,National toutes directions partenaires manquants,1789,La Rochelle,Danemark,Danemark,Imports,Rogue,rogues,220,11,barils,barils,20,1789,La Rochelle,Saint-Martin-de-Ré,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,10,,,,,Ahmed,,,0,,,,,,,,La Rochelle,Aunis,Aunis,,,Danemark,Nord,Danemark,Danemark,Danemark et ses colonies,Not Outre-mers,22,rogues,2,x,,1,Autres pêches,,1,not a medical product,90,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Pêche et fruits de mer,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,barils,1,,,1,,,0,0,0,1,1,0,220,0,0,0,autres produits,Europe
202,National toutes directions partenaires manquants,1789,La Rochelle,Iles Françaises de l'Amérique,Îles françaises de l'Amérique,Imports,Sirop fin,sirop fin,1073,716,livres,livres,1.4986033,1789,La Rochelle,Rochefort,,,0,sources/National toutes directions partenaires manquants/ANOM_Col_F_2B_14_Colonies_Imports_1789.csv,ANOM Col F 2B 14,2,47419,,,,Guillaume Daudin,,,,,,,,,,,La Rochelle,Aunis,Aunis,,,Îles françaises de l'Amérique,Amériques,Îles françaises de l'Amérique,Colonies,Îles,Other outre-mers,14,sirop fin,0a,x,,0,Peut-être Canada,,0,not a medical product,31,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Sirop et mélasse,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Subsistances,Agriculture,Produits agricoles,Réexportation,livres,1,kg,.48949999,0,350.48199,,0,0,0,1,1,0,1073,1,0,5.7220459e-06,autres produits,"Colonies (Saint-Domingue, Indes, îles fr de l'Amérique)"
203,National toutes directions partenaires manquants,1789,La Rochelle,Danemark,Danemark,Imports,Maquereaux,maquereaux,360,18,barils,barils,20,1789,La Rochelle,Saint-Martin-de-Ré,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,10,,,,,Ahmed,,,0,,,,,,,,La Rochelle,Aunis,Aunis,,,Danemark,Nord,Danemark,Danemark,Danemark et ses colonies,Not Outre-mers,36,maquereaux,0a,,,0,Pêche d'Amérique avant 1763,,1,not a medical product,46,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Pêche et fruits de mer,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,barils,1,,,1,,,0,0,0,1,1,0,360,0,0,0,autres produits,Europe
204,National toutes directions partenaires manquants,1789,La Rochelle,Danemark,Danemark,Imports,Saumon salé,saumon salé,112.5,4.5,barils,barils,25,1789,La Rochelle,Saint-Martin-de-Ré,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,10,,,,,Ahmed,,,.5,,,,,,,,La Rochelle,Aunis,Aunis,,,Danemark,Nord,Danemark,Danemark,Danemark et ses colonies,Not Outre-mers,452,saumon salé,0a,x,,0,Pêche d'Amérique avant 1763,,1,not a medical product,777,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Pêche et fruits de mer,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,barils,1,,,1,,,0,0,0,1,1,1,113,0,0,.5,autres produits,Europe
205,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Imports,Sardines preparées,sardines préparées,1960,49,barriques,barriques,40,1789,La Rochelle,Saint-Martin-de-Ré,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,10,,,,,Ahmed,,,0,,,,,,,,La Rochelle,Aunis,Aunis,,,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,1,sardines apprêtées,0a,x,,1,Autres pêches,,1,not a medical product,2,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Pêche et fruits de mer,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,barriques,1,kg,489.5,0,23985.5,.081716038,0,0,0,1,1,0,1960,0,0,0,autres produits,Ports francs et petites îles
206,National toutes directions partenaires manquants,1789,La Rochelle,L'Amerique,Amérique,Imports,Quincaillerie,quincaillerie,170,143,livres,livres,1.1888112,1789,La Rochelle,Saint-Martin-de-Ré,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,10,,,,,Ahmed,,,,,,,,,,,La Rochelle,Aunis,Aunis,,,États-Unis d'Amérique,États-Unis d'Amérique,États-Unis d'Amérique,États-Unis d'Amérique,États-Unis d'Amérique et ses colonies,Not Outre-mers,353,quincaillerie,6j,x,Hardware,0,Hors Canada,,0,not a medical product,1035,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Quincaillerie,No link with beaver,,,,"Métaux, produits métalliques et outils",Metal products,Other industrial products,non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,livres,1,kg,.48949999,0,69.998497,,0,0,0,1,1,0,170,1,0,8.3446503e-07,autres produits,Reste du monde (USA)
207,National toutes directions partenaires manquants,1789,La Rochelle,Marseille,Marseille,Imports,Savon,savon,25558.201,42597,livres,livres,.60000002,1789,La Rochelle,Saint-Martin-de-Ré,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,10,,,,,Ahmed,,en quintal,-.2,,,,,,,,La Rochelle,Aunis,Aunis,,,Marseille,France,Marseille,France,France,Not Outre-mers,1468,savon,5,x,,0,Peut-être Canada,,0,not a medical product,1545,Savon,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Savon,No link with beaver,,,,Produits chimiques transformés n.d.a.,Processed chemical products,Chemical products,non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,livres,1,kg,.48949999,0,20851.23,1.2257407,0,0,0,1,1,1,25558,0,0,-.20101559,autres produits,Ports francs et petites îles
208,National toutes directions partenaires manquants,1789,La Rochelle,Hollande,Hollande,Imports,Suif en chandeles,suif en chandelle,1260,2100,livres,livres,.60000002,1789,La Rochelle,Saint-Martin-de-Ré,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,11,,,,,Ahmed,,,0,,,,,,,,La Rochelle,Aunis,Aunis,,,Hollande,Hollande,Hollande,Hollande,Hollande et ses colonies,Not Outre-mers,6,chandelle de suif,8,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,223,Bougie ; de suif,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,"Bougies, chandelles et flambeaux",No link with beaver,,,,Articles manufacturés divers n.d.a,Various manufactures,Other industrial products,non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,livres,1,kg,.48949999,0,1027.95,1.2257407,0,0,0,1,1,0,1260,0,0,-.000050067902,autres produits,Europe
209,National toutes directions partenaires manquants,1789,La Rochelle,Danemark,Danemark,Imports,Suif en chandeles,suif en chandelle,262.20001,437,livres,livres,.60000002,1789,La Rochelle,Saint-Martin-de-Ré,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,11,,,,,Ahmed,,,-.2,,,,,,,,La Rochelle,Aunis,Aunis,,,Danemark,Nord,Danemark,Danemark,Danemark et ses colonies,Not Outre-mers,6,chandelle de suif,8,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,223,Bougie ; de suif,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,"Bougies, chandelles et flambeaux",No link with beaver,,,,Articles manufacturés divers n.d.a,Various manufactures,Other industrial products,non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,livres,1,kg,.48949999,0,213.9115,1.2257407,0,0,0,1,1,1,262,0,0,-.20001042,autres produits,Europe
210,National toutes directions partenaires manquants,1789,La Rochelle,Hollande,Hollande,Imports,Suif fondu,suif fondu,1126.7999,2504,livres,livres,.44999999,1789,La Rochelle,Saint-Martin-de-Ré,,,,sources/National toutes directions partenaires manquants/AN_F12_1667_La_Rochelle_Imports_1789.csv,AN F12 1667,11,,,,,Ahmed,,en quintal,.2,,,,,,,,La Rochelle,Aunis,Aunis,,,Hollande,Hollande,Hollande,Hollande,Hollande et ses colonies,Not Outre-mers,43,suif fondu,4,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,61,Suif ; pour faire du savon,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Graisses diverses,No link with beaver,,,,"Huiles, graisses et cires d'origine animale et végétale",Oils,Oils,non,Matières premières,Agriculture,Produits agricoles,Pas réexportation,livres,1,kg,.48949999,0,1225.708,.91930544,0,0,0,1,1,1,1127,0,0,.20002985,autres produits,Europe
