line_number,source_type,year,customs_region,partner,partner_orthographic,export_import,product,product_orthographic,value,quantity,quantity_unit,quantity_unit_orthographic,value_per_unit,yearstr,customs_region_source,customs_office,origin_source,width_in_line,value_part_of_bundle,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_un_source,absurd_observation,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks,customs_region_grouping,customs_region_province,customs_region_hinterland,origin,origin_province,partner_simplification,partner_grouping,partner_obrien,partner_sourcename,partner_wars,partner_africa,nb_occurence_BdCFR,product_simplification,product_sitc,imprimatur,product_edentreaty,surement_pas_canada,product_canada,details_provenance,peche,product_medicinales,nbr_obs,product_hamburg,product_grains,product_coton,product_ulrich,product_coffee,product_porcelaine,product_v_glass_beads,product_revolutionempire,product_beaver,product_type_textile,product_luxe_dans_type,product_luxe_dans_SITC,product_sitc_FR,product_sitc_EN,product_sitc_simplEN,obsolete,product_RE_aggregate,product_threesectors,product_threesectorsM,product_reexportations,quantity_unit_simplification,conv_orthographic_to_simplificat,quantity_unit_metric,conv_simplification_to_metric,needs_more_details,quantities_metric,unit_price_metric,best_guess_national_prodxpart,best_guess_national_partner,best_guess_national_product,best_guess_region_prodxpart,best_guess_national_region,computed_value,value_as_reported,computed_value_per_unit,computed_quantity,value_minus_unit_val_x_qty,product_viz,partner_viz
307,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Toille de lin blanche,toile de lin blanche,1676.5,958,aunes,aunes,1.75,1789,La Rochelle,La Rochelle,Maine,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,17,,,,,Ahmed,,,-.5,,,,,,,,La Rochelle,Aunis,Aunis,Maine,Maine,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,8,toile de lin blanche,6d,x,Toiles de lin et de chanvre,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,561,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Toiles de chanvre et de lin,No link with beaver,tissés,bas de gamme,milieu de gamme,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",Linen threads and fabrics,Other threads and fabrics,non,Objets manufacturés,Manufactures,Produits manufacturés,Pas réexportation,aunes de paris,1,cm,118.84,0,113848.72,.014725682,0,0,0,1,1,1,1676,0,0,-.5,autres produits,Ports francs et petites îles
308,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Toille de lin blanche,toile de lin blanche,130,65,aunes,aunes,2,1789,La Rochelle,La Rochelle,Aunis,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,17,,,,,Ahmed,,marchandises en estimation,0,,,,,,,,La Rochelle,Aunis,Aunis,Aunis,Aunis,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,8,toile de lin blanche,6d,x,Toiles de lin et de chanvre,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,561,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Toiles de chanvre et de lin,No link with beaver,tissés,bas de gamme,milieu de gamme,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",Linen threads and fabrics,Other threads and fabrics,non,Objets manufacturés,Manufactures,Produits manufacturés,Pas réexportation,aunes de paris,1,cm,118.84,0,7724.5996,.016829351,0,0,0,1,1,0,130,0,0,0,autres produits,Ports francs et petites îles
309,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Toille de lin blanche,toile de lin blanche,1312,656,aunes,aunes,2,1789,La Rochelle,La Rochelle,Normandie,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,17,,,,,Ahmed,,,0,,,,,,,,La Rochelle,Aunis,Aunis,Normandie,Normandie,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,8,toile de lin blanche,6d,x,Toiles de lin et de chanvre,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,561,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Toiles de chanvre et de lin,No link with beaver,tissés,bas de gamme,milieu de gamme,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",Linen threads and fabrics,Other threads and fabrics,non,Objets manufacturés,Manufactures,Produits manufacturés,Pas réexportation,aunes de paris,1,cm,118.84,0,77959.039,.016829351,0,0,0,1,1,0,1312,0,0,0,autres produits,Ports francs et petites îles
310,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Toille de lin rousse,toile de lin rousse,3421.5,2281,aunes,aunes,1.5,1789,La Rochelle,La Rochelle,maine,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,17,,,,,Ahmed,,,-.5,,,,,,,,La Rochelle,Aunis,Aunis,Maine,Maine,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,3,toile de lin rousse,6d,,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,1,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Toiles de chanvre et de lin,No link with beaver,,,,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",Linen threads and fabrics,Other threads and fabrics,non,Objets manufacturés,Manufactures,Produits manufacturés,Pas réexportation,aunes de paris,1,cm,118.84,0,271074.03,.012622013,0,0,0,1,1,1,3421,0,0,-.5,autres produits,Ports francs et petites îles
311,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Toille de lin rousse,toile de lin rousse,524,262,aunes,aunes,2,1789,La Rochelle,La Rochelle,Poitou,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,17,,,,,Ahmed,,,0,,,,,,,,La Rochelle,Aunis,Aunis,Poitou,Poitou,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,3,toile de lin rousse,6d,,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,1,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Toiles de chanvre et de lin,No link with beaver,,,,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",Linen threads and fabrics,Other threads and fabrics,non,Objets manufacturés,Manufactures,Produits manufacturés,Pas réexportation,aunes de paris,1,cm,118.84,0,31136.078,.016829351,0,0,0,1,1,0,524,0,0,0,autres produits,Ports francs et petites îles
312,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Toille de lin rousse,toile de lin rousse,405,270,aunes,aunes,1.5,1789,La Rochelle,La Rochelle,anjou,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,17,,,,,Ahmed,,,0,,,,,,,,La Rochelle,Aunis,Aunis,Anjou,Anjou,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,3,toile de lin rousse,6d,,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,1,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Toiles de chanvre et de lin,No link with beaver,,,,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",Linen threads and fabrics,Other threads and fabrics,non,Objets manufacturés,Manufactures,Produits manufacturés,Pas réexportation,aunes de paris,1,cm,118.84,0,32086.799,.012622013,0,0,0,1,1,0,405,0,0,0,autres produits,Ports francs et petites îles
313,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Toille coutil,toile coutil,247.5,90,aunes,aunes,2.75,1789,La Rochelle,La Rochelle,maine,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,17,,,,,Ahmed,,,-.5,,,,,,,,La Rochelle,Aunis,Aunis,Maine,Maine,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,2,toile coutil,6h,x,,0,Hors Canada,,0,not a medical product,272,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Toiles de chanvre et de lin,No link with beaver,tissés,bas de gamme,milieu de gamme,Autres filés ou tissés mélangés de fibres végétales dont toiles,Other vegetal threads and fabrics,Other threads and fabrics,non,Objets manufacturés,Manufactures,Produits manufacturés,Pas réexportation,aunes de paris,1,cm,118.84,0,10695.6,.023140358,0,0,0,1,1,1,247,0,0,-.5,autres produits,Ports francs et petites îles
314,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Toille blanche,toile blanche,1722,861,aunes,aunes,2,1789,La Rochelle,La Rochelle,Normandie,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,15,,,,,Ahmed,,,0,,,,,,,,La Rochelle,Aunis,Aunis,Normandie,Normandie,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,147,toile blanche,6h,x,,0,Hors Canada,,0,not a medical product,667,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Toiles diverses,No link with beaver,tissés,bas de gamme,milieu de gamme,Autres filés ou tissés mélangés de fibres végétales dont toiles,Other vegetal threads and fabrics,Other threads and fabrics,non,Objets manufacturés,Manufactures,Produits manufacturés,Pas réexportation,aunes de paris,1,cm,118.84,0,102321.23,.016829351,0,0,0,1,1,0,1722,0,0,0,autres produits,Ports francs et petites îles
315,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Toille blanche,toile blanche,1044,522,aunes,aunes,2,1789,La Rochelle,La Rochelle,anjou,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,15,,,,,Ahmed,,marchandises en estimation,0,,,,,,,,La Rochelle,Aunis,Aunis,Anjou,Anjou,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,147,toile blanche,6h,x,,0,Hors Canada,,0,not a medical product,667,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Toiles diverses,No link with beaver,tissés,bas de gamme,milieu de gamme,Autres filés ou tissés mélangés de fibres végétales dont toiles,Other vegetal threads and fabrics,Other threads and fabrics,non,Objets manufacturés,Manufactures,Produits manufacturés,Pas réexportation,aunes de paris,1,cm,118.84,0,62034.477,.016829351,0,0,0,1,1,0,1044,0,0,0,autres produits,Ports francs et petites îles
316,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Toille blanche,toile blanche,1144,572,aunes,aunes,2,1789,La Rochelle,La Rochelle,Maine,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,15,,,,,Ahmed,,marchandises en estimation,0,,,,,,,,La Rochelle,Aunis,Aunis,Maine,Maine,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,147,toile blanche,6h,x,,0,Hors Canada,,0,not a medical product,667,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Toiles diverses,No link with beaver,tissés,bas de gamme,milieu de gamme,Autres filés ou tissés mélangés de fibres végétales dont toiles,Other vegetal threads and fabrics,Other threads and fabrics,non,Objets manufacturés,Manufactures,Produits manufacturés,Pas réexportation,aunes de paris,1,cm,118.84,0,67976.477,.016829351,0,0,0,1,1,0,1144,0,0,0,autres produits,Ports francs et petites îles
317,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Toille blanche,toile blanche,2586,862,aunes,aunes,3,1789,La Rochelle,La Rochelle,Flandre,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,15,,,,,Ahmed,,,0,,,,,,,,La Rochelle,Aunis,Aunis,Flandres,Flandre,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,147,toile blanche,6h,x,,0,Hors Canada,,0,not a medical product,667,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Toiles diverses,No link with beaver,tissés,bas de gamme,milieu de gamme,Autres filés ou tissés mélangés de fibres végétales dont toiles,Other vegetal threads and fabrics,Other threads and fabrics,non,Objets manufacturés,Manufactures,Produits manufacturés,Pas réexportation,aunes de paris,1,cm,118.84,0,102440.08,.025244026,0,0,0,1,1,0,2586,0,0,0,autres produits,Ports francs et petites îles
318,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Toille blanche,toile blanche,432,216,aunes,aunes,2,1789,La Rochelle,La Rochelle,Saintonge,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,15,,,,,Ahmed,,,0,,,,,,,,La Rochelle,Aunis,Aunis,Saintonge,Saintonge,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,147,toile blanche,6h,x,,0,Hors Canada,,0,not a medical product,667,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Toiles diverses,No link with beaver,tissés,bas de gamme,milieu de gamme,Autres filés ou tissés mélangés de fibres végétales dont toiles,Other vegetal threads and fabrics,Other threads and fabrics,non,Objets manufacturés,Manufactures,Produits manufacturés,Pas réexportation,aunes de paris,1,cm,118.84,0,25669.439,.016829351,0,0,0,1,1,0,432,0,0,0,autres produits,Ports francs et petites îles
319,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Toille de lin à carreaux,toile de lin à carreaux,1980,1980,aunes,aunes,1,1789,La Rochelle,La Rochelle,Maine,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,15,,,,,Ahmed,,,0,,,,,,,,La Rochelle,Aunis,Aunis,Maine,Maine,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,1,toile à carreaux et de lin,6d,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,10,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Toiles de chanvre et de lin,No link with beaver,tissés,bas de gamme,milieu de gamme,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",Linen threads and fabrics,Other threads and fabrics,non,Objets manufacturés,Manufactures,Produits manufacturés,Pas réexportation,aunes de paris,1,cm,118.84,0,235303.19,.0084146755,0,0,0,1,1,0,1980,0,0,0,autres produits,Ports francs et petites îles
320,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Verrerie en bouteille,verrerie en bouteilles,360,1000,pieces,pièces,.36000001,1789,La Rochelle,La Rochelle,Aunis,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,15,,,,,Ahmed,,en quintal,0,,,,,,,,La Rochelle,Aunis,Aunis,Aunis,Aunis,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,2,verrerie en bouteilles,6k,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,9,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Verrerie,No link with beaver,,,,"Articles minéraux non métalliques manufacturés, n.d.a.",Other industrial products,Other industrial products,non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,pièces,1,nombre,1,0,1000,.36000001,0,0,0,1,1,0,360,0,0,-.000014305115,autres produits,Ports francs et petites îles
321,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Vinaigre,vinaigre,400,10,tonneaux,tonneaux,40,1789,La Rochelle,La Rochelle,Aunis,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,15,,,,,Ahmed,,marchandises en estimation,,,,,,,,,La Rochelle,Aunis,Aunis,Aunis,Aunis,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,2206,vinaigre,0a,x,Vinaigre de France,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,1641,Vinaigre,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,"Bière, cidre et vinaigre",No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,tonneaux,1,kg,2569.875,0,25698.75,,0,0,0,1,1,0,400,1,0,0,autres produits,Ports francs et petites îles
322,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Bois en planches,bois en planches,6371.25,8495,livres,livres,.75,1789,La Rochelle,Saint-Martin-de-Ré,étranger,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,13,,,,,Ahmed,,en quintal,-.25,,,,,,,,La Rochelle,Aunis,Aunis,Étranger,Étranger,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,12,planches de bois,6b,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,122,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,"Ouvrages de bois, liège et jonc",No link with beaver,,,,"Produits du bois, liège, jonc","Wood, cork and cane products","Leather, wood and paper products",non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,livres,1,kg,.48949999,0,4158.3022,1.5321758,0,0,0,1,1,1,6371,0,0,-.25,autres produits,Ports francs et petites îles
323,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Bois en soliveaux,bois en soliveaux,175,35,livres,livres,5,1789,La Rochelle,Saint-Martin-de-Ré,étranger,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,13,,,,,Ahmed,,,0,,,,,,,,La Rochelle,Aunis,Aunis,Étranger,Étranger,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,1,soliveaux de bois,6b,,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,"Ouvrages de bois, liège et jonc",No link with beaver,,,,"Produits du bois, liège, jonc","Wood, cork and cane products","Leather, wood and paper products",non,Industrie française et étrangère,Manufactures,Produits manufacturés,Pas réexportation,livres,1,kg,.48949999,0,17.1325,10.214505,0,0,0,1,1,0,175,0,0,0,autres produits,Ports francs et petites îles
324,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Bois de sapin,bois de sapin,490,98,livres,livres,5,1789,La Rochelle,Saint-Martin-de-Ré,étranger,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,13,,,,,Ahmed,,,0,,,,,,,,La Rochelle,Aunis,Aunis,Étranger,Étranger,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,21,bois de sapin,2,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,91,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Bois divers hors combustible,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",non,Matières premières,Agriculture,Produits primaires,Pas réexportation,livres,1,kg,.48949999,0,47.970997,10.214505,0,0,0,1,1,0,490,0,0,0,autres produits,Ports francs et petites îles
325,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Charbon de terre,charbon de terre,300,1.5,livres,livres,200,1789,La Rochelle,Saint-Martin-de-Ré,étranger,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,13,,,,,Ahmed,,,0,,,,,,,,La Rochelle,Aunis,Aunis,Étranger,Étranger,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,836,charbon de terre,3,x,,0,Hors Canada,,0,not a medical product,1234,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Combustibles dont charbons et bois,No link with beaver,,,,Combustibles,Fuels,Other,non,Matières premières,Non-agricultural primary goods,Produits primaires,Pas réexportation,livres,1,kg,.48949999,0,.73424995,408.5802,0,0,0,1,1,0,300,0,0,0,autres produits,Ports francs et petites îles
326,National toutes directions partenaires manquants,1789,La Rochelle,Dunkerque,Dunkerque,Exports,Eau de vie simple,eau-de-vie simple,56763.359,394.19,muids,muids,144,1789,La Rochelle,Saint-Martin-de-Ré,Aunis,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,13,,,,,Ahmed,,4lt la velte,-1,,,,,,,,La Rochelle,Aunis,Aunis,Aunis,Aunis,Dunkerque,France,Dunkerque,France,France,Not Outre-mers,202,eau-de-vie simple,1,,Eau de vie de France,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,270,Eau ; de vie,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Eaux-de-vie et liqueurs,No link with beaver,,,,Boissons et tabac,Beverages and tobacco,Drinks and tobacco,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,muids,1,litres,268.21439,1,105727.43,.53688395,0,0,0,1,1,1,56762,0,0,-1.3603516,eau-de-vie et vins divers,Ports francs et petites îles
327,National toutes directions partenaires manquants,1789,La Rochelle,Lorient,Lorient,Exports,Eau de vie simple,eau-de-vie simple,1908,13.25,muids,muids,144,1789,La Rochelle,Saint-Martin-de-Ré,Aunis,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,13,,,,,Ahmed,,4lt la velte,12,,,,,,,,La Rochelle,Aunis,Aunis,Aunis,Aunis,Lorient,France,Lorient,France,France,Not Outre-mers,202,eau-de-vie simple,1,,Eau de vie de France,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,270,Eau ; de vie,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Eaux-de-vie et liqueurs,No link with beaver,,,,Boissons et tabac,Beverages and tobacco,Drinks and tobacco,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,muids,1,litres,268.21439,1,3553.8406,.53688395,0,0,0,1,1,1,1920,0,0,12,eau-de-vie et vins divers,Ports francs et petites îles
328,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Eau de vie simple,eau-de-vie simple,175.68001,1.22,muids,muids,144,1789,La Rochelle,Saint-Martin-de-Ré,Aunis,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,13,,,,,Ahmed,,4lt la velte,0,,,,,,,,La Rochelle,Aunis,Aunis,Aunis,Aunis,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,202,eau-de-vie simple,1,,Eau de vie de France,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,270,Eau ; de vie,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Eaux-de-vie et liqueurs,No link with beaver,,,,Boissons et tabac,Beverages and tobacco,Drinks and tobacco,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,muids,1,litres,268.21439,1,327.22156,.53688395,0,0,0,1,1,1,176,0,0,.31999588,eau-de-vie et vins divers,Ports francs et petites îles
329,National toutes directions partenaires manquants,1789,La Rochelle,Angleterre,Angleterre,Exports,Eau de vie simple,eau-de-vie simple,6311.5205,43.830002,muids,muids,144,1789,La Rochelle,Saint-Martin-de-Ré,Aunis,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,13,,,,,Ahmed,,,0,,,,,,,,La Rochelle,Aunis,Aunis,Aunis,Aunis,Angleterre,Angleterre,Angleterre,Angleterre,Angleterre et ses colonies,Not Outre-mers,202,eau-de-vie simple,1,,Eau de vie de France,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,270,Eau ; de vie,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Eaux-de-vie et liqueurs,No link with beaver,,,,Boissons et tabac,Beverages and tobacco,Drinks and tobacco,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,muids,1,litres,268.21439,1,11755.837,.53688395,0,0,0,1,1,1,6312,0,0,.47973633,eau-de-vie et vins divers,Angleterre
330,National toutes directions partenaires manquants,1789,La Rochelle,Hollande,Hollande,Exports,Eau de vie simple,eau-de-vie simple,3440.1599,23.889999,muids,muids,144,1789,La Rochelle,Saint-Martin-de-Ré,Aunis,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,13,,,,,Ahmed,,,0,,,,,,,,La Rochelle,Aunis,Aunis,Aunis,Aunis,Hollande,Hollande,Hollande,Hollande,Hollande et ses colonies,Not Outre-mers,202,eau-de-vie simple,1,,Eau de vie de France,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,270,Eau ; de vie,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Eaux-de-vie et liqueurs,No link with beaver,,,,Boissons et tabac,Beverages and tobacco,Drinks and tobacco,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,muids,1,litres,268.21439,1,6407.6416,.53688395,0,0,0,1,1,1,3440,0,0,-.15991211,eau-de-vie et vins divers,Reste du monde
331,National toutes directions partenaires manquants,1789,La Rochelle,Quatre villes hanséatiques,Quatre villes hanséatiques,Exports,Eau de vie simple,eau-de-vie simple,19608.48,136.17,muids,muids,144,1789,La Rochelle,Saint-Martin-de-Ré,Aunis,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,13,,,,,Ahmed,,,0,,,,,,,,La Rochelle,Aunis,Aunis,Aunis,Aunis,Villes hanséatiques,Nord,Villes hanséatiques,Villes hanséatiques,Villes hanséatiques,Not Outre-mers,202,eau-de-vie simple,1,,Eau de vie de France,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,270,Eau ; de vie,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Eaux-de-vie et liqueurs,No link with beaver,,,,Boissons et tabac,Beverages and tobacco,Drinks and tobacco,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,muids,1,litres,268.21439,1,36522.754,.53688395,0,0,0,1,1,1,19608,0,0,-.47973633,eau-de-vie et vins divers,Europe du Nord
332,National toutes directions partenaires manquants,1789,La Rochelle,Danemark,Danemark,Exports,Eau de vie simple,eau-de-vie simple,157432.33,1093.28,muids,muids,144,1789,La Rochelle,Saint-Martin-de-Ré,Aunis,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,13,,,,,Ahmed,,,0,,,,,,,,La Rochelle,Aunis,Aunis,Aunis,Aunis,Danemark,Nord,Danemark,Danemark,Danemark et ses colonies,Not Outre-mers,202,eau-de-vie simple,1,,Eau de vie de France,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,270,Eau ; de vie,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Eaux-de-vie et liqueurs,No link with beaver,,,,Boissons et tabac,Beverages and tobacco,Drinks and tobacco,non,Subsistances,Agriculture,Produits agricoles,Pas réexportation,muids,1,litres,268.21439,1,293233.44,.53688395,0,0,0,1,1,1,157432,0,0,-.32421875,eau-de-vie et vins divers,Europe du Nord
